bioproject_id	phs_accession	organism	name	protocols_inferred	disease_categories	sra_run_count	description
1244939		Homo sapiens	Neurogenetic studies of trichotillomania and excoriation disorder	scRNA	neurological		The overall objective of this study is to use a series of state-of-the-art neurogenetic approaches to advance our understanding of the genes and pathways that contribute to trichotillomania and excori
1311158		Homo sapiens	Space Associated Stem Cell Hallmarks of Aging in Astronauts	scRNA			This study examined the effects of the stress of space, specifically low earth orbit, on hematopoietic stem and progenitor cells (HSPCs) that maintain lifelong hematopoiesis and immune responses. Enri
1288048		Homo sapiens	Numbat-multiome: Inferring copy number variation by combining RNA and chromatin accessibility information from single-cell data	multiome|atac	cancer		Numbat-multiome is a computational framework designed to infer copy number variations (CNVs) by integrating RNA and chromatin accessibility data from single-cell multiomic datasets. The methodology ex
789262		Homo sapiens	A comprehensive platform for analyzing longitudinal multi-omics data	10x_chromium|atac|scRNA	neurological|normal		We profiled four healthy individuals with age between 25 to 38 years old over 10-week period longitudinally using high throughput analysis. We measured blood count, flow-based cell populations, plasma
287184		Homo sapiens	Melanoma Exome Sequencing	scRNA	cancer|normal		This study reports on genomic profiling [whole-exome sequencing (WXS), bulk RNA sequencing (RNA-seq), and/or single-cell RNA sequencing (scRNA-seq)] of patient-derived melanoma samples and matched nor
671264		Homo sapiens	Single Cell Genomic Analysis of Lymphoma	scRNA	cancer|neurological		Our studies aimed to define the extent of heterogeneity between anatomically separated tumor manifestations and to identify treatment-induced changes in patients with indolent lymphoma, mainly follicu
1024040		Homo sapiens	Basal-to-inflammatory transition contributes to basal cell carcinoma therapy resistance via crosstalk with a pro-inflammatory stromal niche	spatial|atac	cancer|autoimmune		Overcoming tumor evolution and inducible resistance states remain the main challenge to creating successful anti-tumor therapies. The body's cancer-associated inflammatory response is a double-edged s
727873		Homo sapiens	Integrative molecular characterization of breast cancer	snRNA|scRNA	cancer|normal		Version 1: We have performed integrative analyses of breast cancer tumors, including whole exome sequencing (WES) of tumor and normal pairs, whole transcriptome sequencing, and single-cell RNA sequenc
1256938		Homo sapiens	High-resolution single cell profiling of SARS-CoV-2 vaccine responsiveness in healthy adults		neurological|infectious|normal		mRNA vaccines, administered in two doses, have been highly effective against SARS-CoV-2 and are now being explored for broader applications. However, how human immune cells respond to these platforms,
338827		Homo sapiens	Homo sapiens	10x_chromium|spatial|atac|scRNA	neurological|metabolic		This study evaluates gene expression and its regulation in human pancreatic islets, a tissue relevant in the study of genetic risk factors contributing to diabetes. We obtained pancreatic tissue secti
794245		Homo sapiens	Single-cell analysis of Somatic Mutations in Human Bronchial Epithelial Cells in Relation to Aging and Smoking		cancer|pulmonary|normal		While lung cancer risk among smokers is dependent on smoking dose, it remains unknown if this increased risk reflects an increased rate of somatic mutation accumulation in normal lung cells. Here we a
1399487		Homo sapiens	Systematic evaluation of single-cell multimodal data integration for comprehensive human reference atlas	atac|snRNA|scRNA	neurological|kidney|normal		We systematically evaluated experimental and computational strategies for integrating multimodal single-cell and single-nucleus genomics data in complex human tissues. Using human renal cortex as the 
1148227		Homo sapiens	Single Cell RNA-sequencing of BCG naïve and recurrent non-muscle invasive bladder cancer reveals a CD6/ALCAM-mediated immune-suppressive pathway	scRNA	cancer|neurological|autoimmune		Non-muscle invasive bladder cancer (NMIBC) represents 70_80% patients with newly diagnosed bladder cancer, and Bacillus Calmette-Guerin (BCG) remains a cornerstone treatment for intermediate- and high
971189		Homo sapiens	Single cell transcriptomics reveals cell type specific features of developmentally regulated responses to lipopolysaccharide between birth and 5 years	10x_chromium|scRNA	neurological|developmental		Perinatal life is a period of extraordinary change in which newborns transition into a new world abundant in environmental stimuli and pathogens.  To meet this challenge, the neonatal immune system is
929450		Homo sapiens	A Randomized, Placebo-Controlled, Phase III Trial Evaluating Motixafortide and G-CSF to Mobilize Hematopoietic Stem Cells for Autologous Transplantation in Multiple Myeloma – The Genesis Trial	scRNA	cancer|neurological|normal		Autologous hematopoietic stem cell transplantation (ASCT) improves survival in multiple myeloma (MM). However, up to 30% of MM patients are unable to collect optimal numbers of peripheral blood (PB) C
781748		Homo sapiens	Hematopoiesis at single cell resolution spanning human development and maturation	scRNA	developmental|liver		Hematopoiesis is a process of constitutive regeneration whereby hematopoietic stem and progenitor cells (HSPCs) constantly replenish mature blood cells. During maturation and aging, HSPCs alter their 
672734		Homo sapiens	Single-cell RNA Sequencing data from PBMC subjected to whole blood processing delay	scRNA			Multi-omic profiling of human peripheral blood is increasingly utilized to identify biomarkers and pathophysiologic mechanisms of disease. The importance of these platforms in clinical and translation
733527		Homo sapiens	Single cell 'omics resolves transcriptional alterations in Sjogren's Syndrome				This data compares the single cell transcriptional profiles of the minor salivary glands and peripheral blood mononuclear cells (PBMCs) between patients diagnosed with Sjogren's Disease (SjD) and thos
895336		Homo sapiens	Clonal dynamics of alloreactive T cells in kidney allograft rejection after anti-PD-1 therapy [MLR single-cell]	scRNA	cancer|neurological|kidney		Kidney transplant recipients are at particular risk for developing tumors, many of which are now routinely treated with immune checkpoint inhibitors (ICIs); however, ICI therapy can precipitate transp
954960		Homo sapiens	Remodeling of the immune system across human lifespan at single cell resolution	scRNA	neurological		The immune system is dynamic and changes throughout life, yet molecular/cellular details of these changes are not well characterized. To precisely characterize age and sex associated changes in periph
954961		Homo sapiens	Remodeling of the immune system across human lifespan at single cell resolution	scRNA	neurological		The immune system is dynamic and changes throughout life, yet molecular/cellular details of these changes are not well characterized. To precisely characterize age and sex associated changes in periph
1311167		Homo sapiens	Single-cell multiomics of the immune microenvironment in T-cell acute lymphoblastic leukemia	10x_chromium|cite-seq	cancer|neurological|developmental|normal		We present single-cell transcriptome and surface protein expression (CITE-seq) data from four healthy donors and fifteen pediatric T cell acute lymphoblastic leukemia (T-ALL) patients at diagnosis and
693011		Homo sapiens	Single Cell Analysis of Chromatin Accessibility Reveals Genetic and Regulatory Heterogeneity in Glioblastomas	atac	cancer|neurological		Intra-tumoral heterogeneity is a key contributor to therapeutic failure in glioblastomas, the most common form of primary adult brain cancer.  To better define this heterogeneity, genome-wide chromati
856475		Homo sapiens	Single-cell RNA-Seq resolves phenotypically heterogeneous subtypes in systemic juvenile idiopathic arthritis (SJIA)	scRNA	autoimmune|pulmonary|developmental		Systemic juvenile idiopathic arthritis (SJIA) is a clinically heterogenous systemic inflammatory disorder sometimes complicated by macrophage activation syndrome (MAS) and lung disease (LD), which are
1276619		Homo sapiens	Genomic copy-number variants drive apoptotic resistance and relapses on immune checkpoint inhibitors		cancer		We investigated the genomic mechanisms underlying acquired resistance (AR) to immune checkpoint inhibitors (ICIs) across tumor types, specifically by examining how copy number variant (CNV)-driven sub
1263045		Homo sapiens	Uncovering gene regulatory differences between human and chimpanzee neural cells	atac|scRNA	neurological		A major challenge in human evolutionary biology is to pinpoint the genetic differences that underlie phenotypic changes in the human lineage, such as increased neuron number and a prolonged period of 
910208	phs002915	Homo sapiens	HIV-1 Vpr targets PU.1 to vastly alter the antiviral machinery of HIV infected primary human macrophages	10x_chromium|scRNA	infectious|normal		HIV-1 accessory protein, Vpr, is required for efficient HIV-1 infection of macrophages. Here we show that Vpr reprograms macrophage gene expression by altering the activity of master transcriptional r
663561		Homo sapiens	Shared transcriptional profiles at the single cell level of atypical memory B cells suggest common drivers of expansion and function in malaria, HIV and autoimmune diseases [Malaria VDJ+GEX scRNA-seq]	scRNA	neurological|autoimmune|infectious		Human chronic infectious diseases have been shown to alter the composition and phenotype of the B cell compartment, which, in part, can attribute to failure to acquire protective immunity. However, th
935425		Homo sapiens	Structurally complex osteosarcoma genomes exhibit limited heterogeneity within individual tumors and across evolutionary time		cancer		A key characteristic of osteosarcoma is extensive and complex genomic rearrangements. However, published models explaining how these genomic rearrangements occur disagree about if these rearrangements
796547	phs001323	Homo sapiens	Single Cell Characterization of Myeloma and its Precursor Conditions Reveals Transcriptional Signatures of Early Tumorigenesis	scRNA	cancer|neurological|normal		Multiple myeloma is a plasma cell malignancy almost always preceded by precursor conditions, but low tumor burden of these early stages has hindered the study of their molecular programs through bulk 
610094		Homo sapiens	Molecular characterization of bulk and single cell prostate cancer	scRNA	cancer|neurological|normal		Version 1: We performed single-cell RNA-sequencing (scRNA-seq) of fresh biopsies from metastatic castration resistant prostate cancer. Additionally, where available, we performed matched bulk whole ex
511584		Homo sapiens	Single-cell RNA sequencing reveals compromised immune microenvironment in precursor stages of multiple myeloma	scRNA	cancer|neurological|normal		Precursor states of Multiple Myeloma (MM) and its native tumor microenvironment need in-depth molecular characterization to better stratify and treat patients at risk. Using single-cell RNA sequencing
1270998		Homo sapiens	Vascular invasion-associated gene expression is detectable in pre-surgical biopsies of stage I lung adenocarcinoma [bulkRNAseq_biopsies]	spatial	cancer|pulmonary		Microscopic vascular invasion (VI) predicts recurrence and benefit from lobectomy in stage I lung adenocarcinoma (LUAD) but cannot be accurately predicted before surgery. Thus, biomarkers that identif
741226		Homo sapiens	Next Generation Sequencing analysis to compare expression patterns of myeloid progenitors in healthy donors and MDS patients	scRNA	normal		Transcriptional changes occurring in the CMPs and GMPs of untreated "CMP pattern" and "GMP pattern" MDS patients were compared with the transcriptional profile of CMPs and GMPs from healthy donors Ove
1308197		Homo sapiens	Sequencing of rare pancreatic tumors that respond to PD-1 blockade	10x_chromium|scRNA	cancer		Pancreatic cancer is nearly always refractory to immunotherapy, except in a rare subset of patients whose tumors have a high mutational burden (TMB), usually due to mismatch-repair deficiency. We coll
1107395		Homo sapiens	Genomic profiles and survival prognosticators in African-American patients with acute myeloid leukemia	scRNA	cancer|autoimmune		Genomic profiles and prognostic biomarkers in patients with acute myeloid leukemia (AML) from ancestry diverse populations are underexplored. We analyzed the exomes and transcriptomes of 100 Black pat
909402		Homo sapiens	Integrative Somatic and Germline Computational Biology to Redefine Clinical Actionability in Solid Tumors	scRNA	cancer|normal		Version 1: Neuroendocrine tumors (NETs) are rare cancers that arise in the gastrointestinal tract and pancreas. The fundamental mechanisms driving gastroenteropancreatic NETs (GEP-NETs) growth remain 
1242411	phs003991	Homo sapiens	Single Cell Opioid Responses in the Context of HIV (SCORCH)	atac|snRNA	neurological|infectious		The Single Cell Opioid Responses in the Context of HIV (SCORCH) consortium was formed to begin to address scientific questions about addiction and HIV/ART at the single cell level. Fifteen funded SCOR
842222		Homo sapiens	Multi-modal skin atlas associates a multicellular immune-stromal community with altered cornification and T cell expansion in atopic dermatitis [scATAC-seq]	10x_chromium|atac|scRNA	neurological|autoimmune|normal		In healthy skin, a cutaneous immune system maintains balance between tolerance towards innocuous environmental antigens and immune responses against pathological agents, but in atopic dermatitis (AD),
1424219		Homo sapiens	Interrogating gene regulation during human cortical development	10x_chromium|atac|scRNA	neurological|infectious|developmental		Our study investigates the regulatory function and evolutionary origins of the fastest evolved genomic regions in the human genome termed Human Ancestor Quickly Evolved Regions (HAQERs), during human 
726830		Homo sapiens	Characterization of CNS Metastases	scRNA	cancer|neurological		Metastatic disease to the central nervous system (CNS) is devastating, with a poor prognosis. There are limited treatment options for patients with CNS metastases, and in particular with leptomeningea
723926		Homo sapiens	A single cell atlas of MMRd and MMRp colorectal cancer	spatial	cancer|normal		Immune responses to cancer vary across cancer types and patients. Colorectal cancer tumors with mismatch repair-deficiency (MMRd) show an elevated immune cell activity as compared to mismatch repair p
545750		Homo sapiens	A single cell transcriptomic analysis of human neocortical development		neurological|developmental		Defining the number, proportion, or lineage of distinct cell types in the developing human brain is an important goal of modern brain research. We produced single cell transcriptomic profiles for 40,0
947747		Homo sapiens	Single Cell Genotypic and Phenotypic Analysis of Measurable Residual Disease in Acute Myeloid Leukemia		cancer|developmental|normal		Acute myeloid leukemia (AML) is a group of blood cancers with high mortality. Even though complete remission is often achieved, majority of the AML patients still relapse. Measurable residual disease 
1028777		Homo sapiens	Single-cell Genomic and Transcriptomic Analysis of the Aging Human Brain	merfish|snRNA	neurological		We studied human brain aging using single-cell whole genome sequencing and single-nucleus RNA sequencing of the pre-frontal cortex from 19 donors ranging in age from 0.4 years to 104 years. All donors
667525		Homo sapiens	Characterization of high-grade serous ovarian cancer subtypes via single-cell profiling	scRNA	cancer|neurological		We measured gene expression in single-cell RNA sequencing samples from patients with high-grade serous ovarian cancer (HGSOC), for a study on improving HGSOC subtype definition by taking into account 
835732		Homo sapiens	Single-cell RNA-seq of CD8 T cells sorted from one sample of seropositive rheumatoid arthritis synovial fluid	10x_chromium|scRNA	autoimmune		We used FACS to sort CD8 T cells from synovial fluid mononuclear cells from one patient with seropositive rheumatoid arthritis Overall design: SFMCs were thawed, stained with MR1 tetramers and surface
836693		Homo sapiens	Integrative Single-Cell Analysis of Transcriptome, Epigenome, and Lineage in HIV Latency and Activation		infectious|developmental		With the development of triple combination antiretroviral therapy, routine HIV treatment eliminates nearly all actively infected cells. Nevertheless, the small reservoir of latently infected cells, wh
1422191		Homo sapiens	Multi-omics profiling of genetic and transcriptomic alterations in bladder cancer	scRNA	cancer|normal		This prospective study aimed to explore genetic and transcriptomic alterations in bladder cancer using multi-omics approaches. Samples were obtained from clinical investigators under Center for Cancer
754135			Multiple Nf1 Schwann cell populations reprogram the plexiform neurofibroma tumor microenvironment		cancer|neurological|normal		To define alterations early in tumor formation, we studied nerve tumors in neurofibromatosis 1 (NF1), a tumor predisposition syndrome in which affected individuals develop plexiform neurofibroma (PN).
525920		Homo sapiens	Conserved cell types with divergent features between human and mouse cortex	snRNA|scRNA	neurological		Elucidating the cellular architecture of the human neocortex is central to understanding our cognitive abilities and susceptibility to disease. In this study, we applied single nucleus RNA sequencing 
1438242		Homo sapiens	Multi-modal profiling reveals epithelial hierarchy disorganization underlying field cancerization in head and neck cancer	multiome|snRNA	cancer|neurological|normal		Local recurrence rates in head and neck squamous cell carcinoma (HNSCC) exceed 50%, potentially due to field cancerization, a phenomenon where tissue that appears normal microscopically actually harbo
1312892		Homo sapiens	Clinicogenomic analysis of EGFR-mutant lung tumors identifies Rb inactivation as a hallmark of squamous transformation		cancer|pulmonary		Histologic transformation to squamous cell carcinoma (LUSC) is an underrecognized mechanism of resistance to treatment in EGFR-mutant lung adenocarcinoma (LUAD). While small cell lung cancer (SCLC) tr
823928		Homo sapiens	Melanoma Brain Metastasis Atlas [SlideSeq]	spatial|snRNA|scRNA	cancer|neurological|normal		We performed single-cell/nuclei RNA-sequencing (sc/snRNA-seq) of 22 treatment-naïve melanoma brain metastases (MBM; 5 samples using scRNA-seq and 17 snRNA-seq) from 21 patients and 10 treatment-naïve 
1281737		Homo sapiens	B cell lymphocytosis and reprogramming due to a CARD11 bi-allelic gain-of-function mutation	10x_chromium|scRNA	normal		This is a single-cell RNA sequencing (scRNA-seq) study using peripheral blood mononuclear cells (PBMC) from 2 healthy donors and 2 patients with B cell Expansion with NF-_B and T cell Anergy (BENTA). 
1023367		Homo sapiens	Children's Hospital of Philadelphia  B- and T-cell Acute Leukemia and Lymphomas	cite-seq|atac	cancer|neurological|developmental|normal		Our goal with this study was to identify the mechanisms of treatment resistance in T-cell acute lymphoblastic leukemia (ALL) using single-cell genomics. We profiled 40 T-ALL cases from the Children's 
772733		Homo sapiens	T cell characteristics associated with toxicity to immune checkpoint blockade in patients with melanoma [bulk RNA-seq]	scRNA	cancer|developmental|normal		Severe immune-related adverse events (irAEs) occur in up to 60% of melanoma patients treated with immune checkpoint inhibitors (ICIs). However, it remains unknown whether a common baseline immunologic
892707		Homo sapiens	Multi-modal single-cell and whole-genome sequencing of small, frozen clinical specimens	spatial	cancer|neurological|liver		Clinical application of single-cell sequencing technologies has been hampered by their need for quick processing of relatively large, fresh specimens. Here, we benchmarked the performance of a new tec
431831		Homo sapiens	Single-cell RNA-seq of rheumatoid arthritis synovial tissue using low-cost microfluidic instrumentation	scRNA	autoimmune		Droplet-based single-cell RNA-seq has emerged as a powerful technique for massively parallel cellular profiling. While these approaches offer the exciting promise to deconvolute cellular heterogeneity
809638		Homo sapiens	Differential dynamics of response at single cell resolution following CAR-T therapy in refractory B-cell lymphoma	scRNA	cancer		Single-cell RNA sequencing of PBMCs and infusion products from 32 patients treated with CD19 CAR-T therapy Overall design: Single-cell RNA sequencing of PBMCs and infusion products from 32 patients tr
876016		Homo sapiens	JSS transcriptome study	scRNA	autoimmune|normal		Sjogren's disease (SjD) is a systemic autoimmune disorder with major clinical manifestations of dryness in the eyes and mouth, fatigue, and joint pain. Our interdisciplinary experts in SjD at the Univ
949663		Homo sapiens	Using single-cell transcriptomics to characterise early mechanisms of psoriasis resolution	10x_chromium|scRNA	neurological|autoimmune		We obtained full-thickness skin biopsies from five individuals with severe psoriasis who were receiving risankizumab treatment. Skin biopsies were taken from lesional and non-lesional sites at baselin
1018859		Homo sapiens	Defining the Regulatory Logic of Breast Cancer Using Single-Cell Epigenetic and Transcriptome Profiling	atac|scRNA	cancer|neurological|normal		Annotation of the cis-regulatory elements mediating oncogenic transcription is essential to understanding breast cancer biology. In this work, we quantitatively linked variation in chromatin accessibi
547653		Homo sapiens	Cross-species Single Cell Analysis of Pancreatic Ductal Adenocarcinoma Reveals Antigen-presenting Cancer-associated Fibroblasts	10x_chromium|scRNA	cancer|neurological|normal		Cancer-associated fibroblasts (CAFs) are major players in the progression and drug resistance of pancreatic ductal adenocarcinoma (PDAC). CAFs constitute a diverse cell population consisting of severa
603848		Homo sapiens	Molecular Biomarkers in Glioma (Mechanisms and therapeutic implications of hypermutation in gliomas)		cancer		This study seeks to genomically and mechanistically examine the basis for resistance of glioblastoma to chemotherapy, radiation therapy, and targeted therapy including immunotherapies. The study desig
954383	phs002071	Homo sapiens	Analysis of donor pancreata defines the transcriptomic signature and microenvironment of early neoplastic lesions.	10x_chromium|scRNA	cancer|neurological|normal		The adult healthy human pancreas has been poorly studied given lack of indication to obtain tissue from the pancreas in the absence of disease and rapid postmortem degradation. We obtained pancreata f
1018219		Homo sapiens	Profiling of Sarcomas from Archival Tissues [lp-WGS]	snRNA	cancer|infectious		We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS) of eight specimens from six patients, e
1003845	phs003260	Homo sapiens	Single Nucleus Transcriptomes from the Ventral Midbrain of Opioid Overdose Cases and Controls	10x_chromium|snRNA	neurological		Dynamic interactions of neurons and glia in the ventral midbrain (VM) mediate reward and addiction behavior. We studied gene expression in 212,713 VM single nuclei from 95 human opioid overdose cases 
891357		Homo sapiens	Decoding the endometrial niche of Asherman's syndrome at single-cell resolution	scRNA	neurological|autoimmune|normal		Asherman’s Syndrome is characterized by intrauterine adhesions or scarring, which cause infertility, menstrual abnormalities, and recurrent pregnancy loss. The pathophysiology of this syndrome remains
849968	phs002655	Homo sapiens	SARS-CoV-2 induced immune perturbations in infants vary with disease severity and differ from adults’ responses	scRNA	neurological|autoimmune|infectious|developmental|normal		Differences in immune profiles of children and adults with COVID-19 have been previously described. However, no systematic studies have been reported from infants hospitalized with severe disease. We 
999324		Homo sapiens	SARS-CoV-2 infection elucidates unique features of pregnancy-specific immunity [VDJ]	10x_chromium	infectious		Pregnancy is a risk factor for increased severity of SARS-CoV-2 and other respiratory infections. The mechanisms underlying this risk have not been well-established, partly due to limited understandin
407354		Homo sapiens	Homo sapiens	smart-seq	cancer|neurological|liver		Combined transcriptomic and functional analyses of HCC cells at single-cell level were performed to assess CSC heterogeneity. Overall design: Single-cell transcriptome analyses of two HCC cell lines (
287185		Homo sapiens	Homo sapiens	scRNA	cancer|normal		This study reports on genomic profiling [whole-exome sequencing (WXS), bulk RNA sequencing (RNA-seq), and/or single-cell RNA sequencing (scRNA-seq)] of patient-derived melanoma samples and matched nor
895392		Homo sapiens	Single-cell multi-omic analysis of the vestibular schwannoma ecosystem uncovers a nerve injury-like state [scRNA-seq]	atac|scRNA	cancer|normal		Vestibular schwannomas (VS) are benign tumors that lead to significant neurologic and otologic morbidity. How VS heterogeneity and the tumor microenvironment (TME) contribute to the pathogenesis of th
885844		Homo sapiens	Tri-modal Single Cell Approach Reveals Cellular and Molecular Heterogeneity in Naïve T cells Across Human Age	10x_chromium|cite-seq|multiome|atac|scRNA	neurological|infectious		The naïve T cell compartment undergoes multiple changes across age that associate with altered susceptibility to infection and autoimmunity. In addition to the acquisition of naïve-like memory T cell 
1119954		Homo sapiens	RNA-seq of monocyte derived macrophages and dendritic cells in a Peruvian Tuberculosis cohort	smart-seq	neurological		In this study, we sought to analyze the effects of genetic variants on gene expression levels in relation to the history of infectious disease and cell type. To do this, we focused on a Peruvian human
1374225		Homo sapiens	Establishing and benchmarking advanced methods to comprehensively characterize somatic genome variation in single human cells				Understanding somatic genomic variation presents unique challenges, primarily stemming from the individual rarity of most somatic mutations across cells in a multicellular organism. Hence, both sensit
1211202		Homo sapiens	Multiomic Landscape of Multiple Myeloma Precursor and Relapsed Disease	10x_chromium|multiome|atac	cancer|normal		Multiple myeloma (MM) is a treatable, though incurable, plasma cell malignancy. The molecular mechanisms driving disease onset and the emergence of drug resistance remain elusive. To better characteri
1072033		Homo sapiens	PanIN and CAF Transitions in Pancreatic Carcinogenesis Revealed with Spatial Data Integration	10x_chromium|spatial|scRNA	cancer|autoimmune|normal		This study introduces a new imaging, spatial transcriptomics (ST), and single-cell RNA-sequencing (scRNA-seq) integration pipeline to characterize neoplastic cell state transitions during tumorigenesi
603849		Homo sapiens	Molecular Biomarkers in Glioma (Mechanisms and therapeutic implications of hypermutation in gliomas)		cancer		This study seeks to genomically and mechanistically examine the basis for resistance of glioblastoma to chemotherapy, radiation therapy, and targeted therapy including immunotherapies. The study desig
1196903	phs002915	Homo sapiens	Inferring differential dynamics from multi-lineage, multi-omic, and multi-sample single-cell data	10x_chromium|multiome|scRNA	developmental		Understanding the gene regulatory mechanisms that establish and maintain cell type identities is a central goal in cellular and developmental biology. Single-cell RNA sequencing and multi-omic profili
871024		Homo sapiens	Single cell genome variation induced by mutational processes in cancer - HGSOC Trios study		cancer		Mutational signatures derived from whole genome sequencing have potential prognostic significance. Identification of high grade serous ovarian cancer patients with deficiency in homologous recombinati
928660	phs003015	Homo sapiens	Mechanisms of response and resistance to combined decitabine and ipilimumab for advanced myeloid disease	scRNA	cancer		The ETCTN 10026 study tested decitabine and ipilimumab for transplant-naive advanced myelodysplastic syndrome/acute myeloid leukemia and relapsed acute myeloid leukemia after allogeneic hematopoietic 
1001996	phs003230	Homo sapiens	Temporal evolution reveals bifurcated lineages in aggressive neuroendocrine small cell prostate cancer trans-differentiation (Bulk RNA-Seq)	atac|scRNA	cancer|neurological|pulmonary|developmental|normal		Trans-differentiation from an adenocarcinoma to a small cell neuroendocrine state is associated with therapy escape in multiple cancer types. The temporal transcriptional changes of this process remai
616334		Homo sapiens	The immune cell atlas of human neuroblastoma	10x_chromium|scRNA	cancer|autoimmune|developmental|kidney|normal		Our current knowledge of the different immune cells in neuroblastoma is based on in vitro and in vivo studies mainly focusing on a single cell type. Importantly, different studies have conveyed confli
1014564		Homo sapiens	Resistance development in basal cell nevus syndrome through the basal to squamous transition	spatial	cancer|developmental		While basal cell carcinomas (BCCs) arise from ectopic hedgehog pathway activation and can be treated with pathway inhibitors, sporadic BCCs display high resistance rates, while tumors arising in Gorli
1062913		Homo sapiens	Cell type-specific and disease-associated eQTL in the human lung	scRNA	pulmonary		This study was conducted to investigate the genetic control of gene expression in a cell-type and context-specific manner in the human lung. We performed single-cell RNA-sequencing (scRNA-seq) of lung
1095026		Homo sapiens	Physical Resiliencies: Indicators and Mechanisms in the Elderly (PRIME)	scRNA	neurological|infectious		In this study, we utilized single-cell RNA sequencing and flow cytometry to characterize latent cytomegalovirus (CMV) infection at the transcriptional level in older individuals (aged 60 and above) at
923099		Homo sapiens	Combined PD-1, BRAF and MEK inhibition in BRAFV600E colorectal cancer: a phase 2 trial	scRNA	cancer		In this study, we evaluated the clinical efficacy of combined PDCD1, BRAF, and MAP2K7 inhibition in metastatic BRAFV600E Colorectal Cancer (CRC) patients (NCT03668431). We performed bulk whole exome s
1432968		Homo sapiens	The critical role of the host endogenous immune compartment after intracerebroventricular CAR T cell therapy in recurrent GBM	scRNA	cancer		In this study, we characterize the longitudinal immune dynamics of intracerebroventricular (ICV) bivalent EGFR_IL13Ralpha2 CAR T cell therapy in patients with recurrent glioblastoma (rGBM). We perform
1404222		Homo sapiens	Spatial analysis of IPMNs defines a paradoxical KRT17-positive, low-grade epithelial population harboring malignant features [scRNA-seq]	spatial|scRNA	cancer		Background & Aims: Intraductal papillary mucinous neoplasms (IPMNs) are pancreatic cysts that represent one of the few radiologically identifiable precursors to pancreatic ductal adenocarcinoma (PDAC)
974175		Homo sapiens	Adipocytes regulate fibroblast function, and their loss contributes to fibroblast dysfunction in inflammatory diseases	scRNA	neurological|autoimmune|normal		We profiled live synovial cells from 16 individuals with no diagnosed arthritis using single-cell RNA sequencing. Our study was designed to provide a reference single cell RNA sequencing dataset for r
744859		Homo sapiens	Single cell analysis reveals mechanisms of heterogeneity and plasticity of leukemia initiating cells [ChIP-Seq]		cancer|neurological		Leukemia initiating cells (LICs) self-renew indefinitely to fuel leukemic growth and spark disease relapse.  Previously thought to be primitive and rare, the LIC state may actually be heterogeneous an
667526		Homo sapiens	Characterization of high-grade serous ovarian cancer subtypes via single-cell profiling	scRNA	cancer|neurological		We measured gene expression in single-cell RNA sequencing samples from patients with high-grade serous ovarian cancer (HGSOC), for a study on improving HGSOC subtype definition by taking into account 
955805		Homo sapiens	Lineage and ecology define liver tumor evolution in response to treatment	scRNA	cancer|liver		Single-cell transcriptome-based strategy to determine the evolutionary trajectories of longitudinal tumor biopsies from liver cancer patients by measuring cellular lineage and ecology. Our study provi
341752		Homo sapiens	Region-Specific Neural Stem Cell Lineages Revealed By Single-Cell RNA-Seq From Human Embryonic Stem Cells	scRNA	neurological|developmental|normal		During development of the human brain, multiple cell types with diverse regional identities are generated. Here we report a system to generate early human brain forebrain and mid/hindbrain cell types 
1173251		Homo sapiens	MR1T Cells at Birth Have Diverse TCR Usage, are Less Cytotoxic and are Unable to Respond to Many Common Childhood Pathogens	10x_chromium	neurological|liver|normal		This study enrolled healthy adult participants and expectant mothers from the Portland, USA area and consent was obtained. Adult participants donated blood from which peripheral blood mononuclear cell
1259607		Homo sapiens	Single-cell atlas of human liver and blood immune cells across fatty liver disease stages	10x_chromium|scRNA	metabolic|liver|normal		The goal of the study was to investigate immunological correlates of human fatty liver disease progression. We generated a single-cell RNA-seq (scRNA-seq) atlas of immune cells from liver fine needle 
878787		Homo sapiens	Lung endothelial cells regulate pulmonary fibrosis through FOXF1/R-Ras signaling (Human).	10x_chromium|scRNA	pulmonary|normal		Pulmonary fibrosis results from dysregulated repair of damaged tissue caused by persistent injury of lung epithelium. Multiple cell types in the lung are involved in the process of repair.  During lun
1253784		Homo sapiens	Revealing the single cell determinants of brain relevant to persistent HIV infection and opioid use disorder		neurological|infectious|normal		People living with HIV (PLWH) are at the higher risk for impaired cognitive functions such as HIV-Associated Neurocognitive Disorder or HAND. Further, higher use of legal and illegal opioids among PLW
497875		Mus musculus	Single-Cell Transcriptomic Analysis of Human Lung Reveals Complex Multicellular Changes During Pulmonary Fibrosis	10x_chromium|scRNA	neurological|pulmonary|normal		Pulmonary fibrosis is a heterogeneous syndrome in which fibrotic scar replaces normal lung tissue. We performed massively parallel single-cell RNA-Seq on lung tissue from eight lung transplant donors 
606952		Homo sapiens	Single Cell sequencing of human Sputum cells in cystic fibrosis and healthy controls	scRNA	pulmonary|normal		The study aimed to compare the gene expression profiles at a single cell level in Sputum cells between patients with cystic fibrosis (CF) and disease controls (CTRL). Overall design: Single-cell RNA s
871025		Homo sapiens	Single cell genome variation induced by mutational processes in cancer - HGSOC Trios study		cancer		Mutational signatures derived from whole genome sequencing have potential prognostic significance. Identification of high grade serous ovarian cancer patients with deficiency in homologous recombinati
